Date ,Site,Depth,sample_depth,epi,rho_deph,delta_rho,rho,rho_a,rho_b,rho_c,Time,Chl-a,pH,Temp,St.C,Conductivity,DO,Saturation,Secchi,Light,change_in_PAR,Light at surface,elevation,visit,watershed,sample_num,SA_m2,max_depth,fish,Elevation,NDVI
6/28/16,Red Deer Lake,12,NA,NA,NA,NA,999.9975671,293.4814,36983696.66,0.30658369,10:00,NA,6.97,4.54,14,9,8.44,65.3,4,NA,NA,NA,3163,one,Red,1,61923,20,1,3163,0.504869551
6/28/16,Red Deer Lake,13,NA,NA,NA,NA,999.9985735,293.3514,36917535.86,0.17952169,10:01,NA,6.89,4.41,15,9,8.33,64.3,4,NA,NA,NA,3163,one,Red,1,61923,20,1,3163,0.504869551
6/28/16,Red Deer Lake,14,NA,NA,NA,NA,999.9989482,293.2914,36887000.11,0.13227769,10:02,NA,6.81,4.35,15,9,8.28,36.8,4,NA,NA,NA,3163,one,Red,1,61923,20,1,3163,0.504869551
6/28/16,Red Deer Lake,15,NA,NA,NA,NA,999.9994877,293.1814,36831017.9,0.06436369,10:04,NA,6.74,4.24,15,9,8.13,62.5,4,NA,NA,NA,3163,one,Red,1,61923,20,1,3163,0.504869551
6/28/16,Red Deer Lake,16,NA,NA,NA,NA,999.9995872,293.1554,36817785.74,0.05184729,10:06,NA,6.78,4.214,15,9,7.89,60.7,4,NA,NA,NA,3163,one,Red,1,61923,20,1,3163,0.504869551
6/28/16,Red Deer Lake,17,NA,NA,bottom,NA,999.9996363,293.1414,36810660.73,0.04566769,10:07,NA,6.67,4.2,15,9,7.85,60.2,4,NA,NA,NA,3163,one,Red,1,61923,20,1,3163,0.504869551
7/20/16,Red Deer Lake,0,sur,1,sur,0.592666734,999.4071198,301.9314,41284148.4,81.06661369,9:36,1.1526,7.53,12.99,14,11,5.68,54,7.5,1401,1,0.613847252,3163,two,Red,3,61923,20,1,3163,0.504869551
7/20/16,Red Deer Lake,1,NA,NA,NA,NA,999.4209435,301.8214,41228166.19,79.09789969,9:38,NA,7.51,12.88,13,10,5.58,52.8,7.5,860,0.613847252,NA,3163,two,Red,3,61923,20,1,3163,0.504869551
7/20/16,Red Deer Lake,2,NA,NA,NA,NA,999.4246875,301.7914,41212898.31,78.56517769,9:41,NA,7.45,12.85,13,10,5.68,53.8,7.5,801,0.571734475,NA,3163,two,Red,3,61923,20,1,3163,0.504869551
7/20/16,Red Deer Lake,3,NA,NA,NA,NA,999.4542365,301.5514,41090755.3,74.36820169,9:43,NA,7.42,12.61,14,11,5.8,54.5,7.5,530,0.378301213,NA,3163,two,Red,3,61923,20,1,3163,0.504869551
7/20/16,Red Deer Lake,4,NA,NA,NA,NA,999.4936894,301.2214,40922808.67,68.78545969,9:46,NA,7.4,12.28,13,10,5.92,55.5,7.5,280,0.199857245,NA,3163,two,Red,3,61923,20,1,3163,0.504869551
7/20/16,Red Deer Lake,5,NA,NA,NA,NA,999.6862842,299.4014,39996557.52,41.90879169,9:50,NA,7.46,10.46,14,10,6.62,59.3,7.5,220,0.157030692,NA,3163,two,Red,3,61923,20,1,3163,0.504869551
7/20/16,Red Deer Lake,6,NA,NA,NA,NA,999.8641875,297.1414,38846377.53,17.75526769,9:56,NA,7.66,8.2,14,9,7.44,63.2,7.5,167,0.119200571,NA,3163,two,Red,3,61923,20,1,3163,0.504869551
7/20/16,Red Deer Lake,7,NA,NA,NA,NA,999.9315294,295.9014,38215305.32,8.84289169,10:00,NA,7.82,6.96,14,9,7.91,65.1,7.5,141,0.100642398,NA,3163,two,Red,3,61923,20,1,3163,0.504869551
7/20/16,Red Deer Lake,8,NA,NA,NA,NA,999.9673571,294.9714,37742001.17,4.17670969,10:03,NA,8.03,6.03,14,9,8.07,64.9,7.5,100,0.071377587,NA,3163,two,Red,3,61923,20,1,3163,0.504869551
7/20/16,Red Deer Lake,9,NA,NA,NA,NA,999.9782842,294.5914,37548608.07,2.76789769,10:08,NA,7.9,5.65,14,9,8.06,64.2,7.5,47,0.033547466,NA,3163,two,Red,3,61923,20,1,3163,0.504869551
7/20/16,Red Deer Lake,10,hypo,0,NA,NA,999.9859976,294.2614,37380661.44,1.77875569,10:10,1.1897,7.92,5.32,14,9,7.97,62.9,7.5,NA,NA,NA,3163,two,Red,3,61923,20,1,3163,0.504869551
7/20/16,Red Deer Lake,11,NA,NA,NA,NA,999.9912347,293.9814,37238161.26,1.11028369,10:12,NA,7.91,5.04,15,9,7.95,64.4,7.5,NA,NA,NA,3163,two,Red,3,61923,20,1,3163,0.504869551
7/20/16,Red Deer Lake,12,NA,NA,NA,NA,999.9936842,293.8214,37156732.59,0.79869969,10:15,NA,7.39,4.88,15,9,7.8,60.8,7.5,NA,NA,NA,3163,two,Red,3,61923,20,1,3163,0.504869551
7/20/16,Red Deer Lake,13,NA,NA,NA,NA,999.9958512,293.6514,37070214.62,0.52374169,10:18,NA,7.02,4.71,14,9,7.44,57.8,7.5,NA,NA,NA,3163,two,Red,3,61923,20,1,3163,0.504869551
7/20/16,Red Deer Lake,14,NA,NA,NA,NA,999.9972972,293.5114,36998964.54,0.34070569,10:19,NA,6.92,4.57,14,9,7.19,55.8,7.5,NA,NA,NA,3163,two,Red,3,61923,20,1,3163,0.504869551
7/20/16,Red Deer Lake,15,NA,NA,NA,NA,999.998436,293.3714,36927714.45,0.19686969,10:21,NA,6.81,4.43,15,9,6.98,53.9,7.5,NA,NA,NA,3163,two,Red,3,61923,20,1,3163,0.504869551
7/20/16,Red Deer Lake,16,NA,NA,NA,NA,999.9988296,293.3114,36897178.7,0.14722569,10:23,NA,6.68,4.37,15,9,6.68,51.6,7.5,NA,NA,NA,3163,two,Red,3,61923,20,1,3163,0.504869551
7/20/16,Red Deer Lake,17,NA,NA,NA,NA,999.9994465,293.1914,36836107.19,0.06953769,10:26,NA,6.54,4.25,15,9,6.2,47.6,7.5,NA,NA,NA,3163,two,Red,3,61923,20,1,3163,0.504869551
7/20/16,Red Deer Lake,18,NA,NA,NA,NA,999.9996363,293.1414,36810660.73,0.04566769,10:29,NA,6.44,4.2,15,9,5.69,43.7,7.5,NA,NA,NA,3163,two,Red,3,61923,20,1,3163,0.504869551
7/20/16,Red Deer Lake,19,NA,NA,bottom,NA,999.9997865,293.0914,36785214.27,0.02679769,10:32,NA,6.35,4.15,16,10,5.01,38.4,7.5,NA,NA,NA,3163,two,Red,3,61923,20,1,3163,0.504869551
8/3/16,Red Deer Lake,0,sur,1,sur,0.683560146,999.315657,302.6314,41640398.84,94.16179369,8:40,4.4243,7.7,13.69,13,10,5.22,50.2,4.5,888,1,0.675675676,3163,three,Red,5,61923,20,1,3163,0.504869551
8/3/16,Red Deer Lake,1,NA,NA,NA,NA,999.322389,302.5814,41614952.38,93.19392369,8:43,NA,7.74,13.64,14,11,5.34,51.4,4.5,600,0.675675676,NA,3163,three,Red,5,61923,20,1,3163,0.504869551
8/3/16,Red Deer Lake,2,NA,NA,NA,NA,999.3330969,302.5014,41574238.04,91.65573169,8:45,NA,7.76,13.56,14,11,5.46,52.4,4.5,435,0.489864865,NA,3163,three,Red,5,61923,20,1,3163,0.504869551
8/3/16,Red Deer Lake,3,NA,NA,NA,NA,999.3370922,302.4714,41558970.17,91.08220969,8:49,NA,7.75,13.53,14,11,5.56,53.3,4.5,280,0.315315315,NA,3163,three,Red,5,61923,20,1,3163,0.504869551
8/3/16,Red Deer Lake,4,NA,NA,NA,NA,999.3595245,302.3014,41472452.2,87.86625169,8:51,NA,7.77,13.36,14,11,5.64,53.9,4.5,130,0.146396396,NA,3163,three,Red,5,61923,20,1,3163,0.504869551
8/3/16,Red Deer Lake,5,NA,NA,NA,NA,999.5042114,301.1314,40877005.04,67.30069369,8:54,NA,7.91,12.19,14,11,6.11,56.9,4.5,128,0.144144144,NA,3163,three,Red,5,61923,20,1,3163,0.504869551
8/3/16,Red Deer Lake,6,NA,NA,NA,NA,999.7192557,299.0414,39813343.01,37.37732769,8:59,NA,7.72,10.1,13,10,6.98,61.9,4.5,77,0.086711712,NA,3163,three,Red,5,61923,20,1,3163,0.504869551
8/3/16,Red Deer Lake,7,NA,NA,NA,NA,999.8165629,297.8414,39202627.97,24.14444769,9:01,NA,7.65,8.9,14,9,7.4,63.5,4.5,63,0.070945946,NA,3163,three,Red,5,61923,20,1,3163,0.504869551
8/3/16,Red Deer Lake,8,NA,NA,NA,NA,999.9500741,295.4614,37991376.48,6.41963569,9:05,NA,7.53,6.52,15,9,7.81,63.9,4.5,35,0.039414414,NA,3163,three,Red,5,61923,20,1,3163,0.504869551
8/3/16,Red Deer Lake,9,NA,NA,NA,NA,999.9647799,295.0514,37782715.5,4.51010169,9:07,NA,7.49,6.11,13,9,7.92,64,4.5,33,0.037162162,NA,3163,three,Red,5,61923,20,1,3163,0.504869551
8/3/16,Red Deer Lake,10,NA,NA,NA,NA,999.9805523,294.5014,37502804.44,2.47653169,9:11,NA,7.33,5.56,16,10,7.95,63.2,4.5,NA,NA,NA,3163,three,Red,5,61923,20,1,3163,0.504869551
8/3/16,Red Deer Lake,11,NA,NA,NA,NA,999.9853651,294.2914,37395929.31,1.85967769,9:15,NA,7.26,5.35,14,9,8.01,63.3,4.5,NA,NA,NA,3163,three,Red,5,61923,20,1,3163,0.504869551
8/3/16,Red Deer Lake,12,NA,NA,NA,NA,999.989683,294.0714,37283964.89,1.30804969,9:18,NA,7.14,5.13,14,9,7.93,62.3,4.5,NA,NA,NA,3163,three,Red,5,61923,20,1,3163,0.504869551
8/3/16,Red Deer Lake,13,NA,NA,NA,NA,999.992509,293.9014,37197446.92,0.94809169,9:21,NA,6.93,4.96,14,9,7.71,60.3,4.5,NA,NA,NA,3163,three,Red,5,61923,20,1,3163,0.504869551
8/3/16,Red Deer Lake,14,NA,NA,NA,NA,999.9939625,293.8014,37146554,0.76335169,9:23,NA,6.78,4.86,15,9,7.58,59.1,4.5,NA,NA,NA,3163,three,Red,5,61923,20,1,3163,0.504869551
8/3/16,Red Deer Lake,15,NA,NA,NA,NA,999.9957362,293.6614,37075303.92,0.53831569,9:25,NA,6.63,4.72,15,9,7.4,57,4.5,NA,NA,NA,3163,three,Red,5,61923,20,1,3163,0.504869551
8/3/16,Red Deer Lake,16,NA,NA,NA,NA,999.996715,293.5714,37029500.29,0.41434969,9:26,NA,6.57,4.63,15,9,7.23,56.2,4.5,NA,NA,NA,3163,three,Red,5,61923,20,1,3163,0.504869551
8/3/16,Red Deer Lake,17,hypo,0,NA,NA,999.9982922,293.3914,36937893.03,0.21501769,9:28,4.4057,6.46,4.45,15,9,6.87,53.1,4.5,NA,NA,NA,3163,three,Red,5,61923,20,1,3163,0.504869551
8/3/16,Red Deer Lake,18,NA,NA,NA,NA,999.9986399,293.3414,36912446.57,0.17114769,9:30,NA,6.33,4.4,16,10,6.57,50.6,4.5,NA,NA,NA,3163,three,Red,5,61923,20,1,3163,0.504869551
8/3/16,Red Deer Lake,19,NA,NA,bottom,NA,999.9992171,293.2414,36861553.65,0.09840769,9:32,NA,6.25,4.3,16,10,6.23,48.1,4.5,NA,NA,NA,3163,three,Red,5,61923,20,1,3163,0.504869551
5/31/16,Red Rock Lake,0,sur,1,sur,0.007592081,999.6758669,299.5114,40052539.74,43.34510569,9:09,3.3891,7.32,10.57,37,27,6.38,57.3,1.8,1503,1,0.481636727,3163,one,Ground,1,25286,1.5,1,3200,0.575639385
5/31/16,Red Rock Lake,0.5,NA,NA,NA,NA,999.6758669,299.5114,40052539.74,43.34510569,9:10,NA,7.3,10.57,36,26,6.26,56.4,1.8,723.9,0.481636727,NA,3163,one,Ground,1,25286,1.5,1,3200,0.575639385
5/31/16,Red Rock Lake,1,hypo,0,bottom,NA,999.683459,299.4314,40011825.4,42.29811369,9:12,4.9343,7.31,10.49,38,26,6.28,56.5,1.8,516.9,0.343912176,NA,3163,one,Ground,1,25286,1.5,1,3200,0.575639385
7/13/16,Snowbank Lake,0,sur,1,sur,0.031300203,999.8558604,297.2714,38912538.33,18.86772969,9:26,5.5955,7.31,8.33,10,7,9.28,79,3.5,1192,1,0.790268456,3512,one,Cheifs Head,1,35060,7.5,0,3512,0.27707326
7/13/16,Snowbank Lake,1,NA,NA,NA,NA,999.8565094,297.2614,38907449.04,18.78095569,9:29,NA,7.32,8.32,10,7,9.2,78.3,3.5,942,0.790268456,NA,3512,one,Cheifs Head,1,35060,7.5,0,3512,0.27707326
7/13/16,Snowbank Lake,2,NA,NA,NA,NA,999.8578031,297.2414,38897270.45,18.60800769,9:32,NA,7.3,8.3,10,7,9.18,78.2,3.5,333.2,0.279530201,NA,3512,one,Cheifs Head,1,35060,7.5,0,3512,0.27707326
7/13/16,Snowbank Lake,3,NA,NA,NA,NA,999.8590912,297.2214,38887091.87,18.43585969,9:34,NA,7.3,8.28,9,6,9.13,77.9,3.5,313.2,0.262751678,NA,3512,one,Cheifs Head,1,35060,7.5,0,3512,0.27707326
7/13/16,Snowbank Lake,4,NA,NA,NA,NA,999.8629218,297.1614,38856556.12,17.92421569,9:39,NA,7.27,8.22,8,5,9.11,77.4,3.5,248.5,0.208473154,NA,3512,one,Cheifs Head,1,35060,7.5,0,3512,0.27707326
7/13/16,Snowbank Lake,5,NA,NA,NA,NA,999.8771359,296.9314,38739502.4,16.02961369,9:42,NA,7.27,7.99,9,6,9.16,77.4,3.5,188.9,0.158473154,NA,3512,one,Cheifs Head,1,35060,7.5,0,3512,0.27707326
7/13/16,Snowbank Lake,6,hypo,0,NA,NA,999.8836693,296.8214,38683520.19,15.16089969,9:43,3.6993,7.25,7.88,9,6,9.24,77.8,3.5,105.7,0.088674497,NA,3512,one,Cheifs Head,1,35060,7.5,0,3512,0.27707326
7/13/16,Snowbank Lake,7,NA,NA,bottom,NA,999.8871606,296.7614,38652984.44,14.69725569,9:44,NA,7.25,7.82,9,6,9.26,77.9,3.5,67.43,0.056568792,NA,3512,one,Cheifs Head,1,35060,7.5,0,3512,0.27707326
7/27/16,Snowbank Lake,0,sur,1,sur,0.0898819,999.587891,300.3814,40495308.14,55.55764369,11:23,4.3174,7.38,11.44,10,8,5.67,52,4,1370,1,0.750364964,3512,two,Cheifs Head,3,35060,7.5,0,3512,0.27707326
7/27/16,Snowbank Lake,1,NA,NA,NA,NA,999.621396,300.0614,40332450.8,50.88967569,11:30,NA,7.25,11.12,10,7,5.71,51.9,4,1028,0.750364964,NA,3512,two,Cheifs Head,3,35060,7.5,0,3512,0.27707326
7/27/16,Snowbank Lake,2,NA,NA,NA,NA,999.6446563,299.8314,40215397.08,47.66107369,11:32,NA,7.25,10.89,10,7,5.7,51.6,4,596,0.435036496,NA,3512,two,Cheifs Head,3,35060,7.5,0,3512,0.27707326
7/27/16,Snowbank Lake,3,NA,NA,NA,NA,999.654554,299.7314,40164504.16,46.29033369,11:34,NA,7.21,10.79,9,7,5.74,51.8,4,467,0.340875912,NA,3512,two,Cheifs Head,3,35060,7.5,0,3512,0.27707326
7/27/16,Snowbank Lake,4,NA,NA,NA,NA,999.6623778,299.6514,40123789.82,45.20814169,11:37,NA,7.19,10.71,9,7,5.71,51.4,4,332.5,0.24270073,NA,3512,two,Cheifs Head,3,35060,7.5,0,3512,0.27707326
7/27/16,Snowbank Lake,5,NA,NA,NA,NA,999.6681904,299.5914,40093254.07,44.40489769,11:38,NA,7.24,10.65,9,7,5.72,51.5,4,226.5,0.165328467,NA,3512,two,Cheifs Head,3,35060,7.5,0,3512,0.27707326
7/27/16,Snowbank Lake,6,hypo,0,NA,NA,999.6815689,299.4514,40022003.98,42.55866169,11:40,5.497,7.21,10.51,10,7,5.75,51.5,4,126,0.091970803,NA,3512,two,Cheifs Head,3,35060,7.5,0,3512,0.27707326
7/27/16,Snowbank Lake,7,NA,NA,NA,NA,999.6796735,299.4714,40032182.57,42.82000969,11:42,NA,7.17,10.53,9,7,5.71,51.3,4,125.8,0.091824818,NA,3512,two,Cheifs Head,3,35060,7.5,0,3512,0.27707326
7/27/16,Snowbank Lake,7.5,NA,NA,bottom,NA,999.6777729,299.4914,40042361.15,43.08215769,11:44,NA,7.05,10.55,10,7,5.67,50.8,4,107,0.07810219,NA,3512,two,Cheifs Head,3,35060,7.5,0,3512,0.27707326
8/10/16,Snowbank Lake,0,sur,1,sur,0.011210548,999.621396,300.0614,40332450.8,50.88967569,9:16,2.069,7.29,11.12,9,7,6.13,55.6,6.5,1110,1,0.706306306,3512,three,Cheifs Head,5,35060,7.5,0,3512,0.27707326
8/10/16,Snowbank Lake,1,NA,NA,NA,NA,999.6224216,300.0514,40327361.5,50.74710169,9:23,NA,7.17,11.11,10,7,6.46,58.7,6.5,784,0.706306306,NA,3512,three,Cheifs Head,5,35060,7.5,0,3512,0.27707326
8/10/16,Snowbank Lake,2,NA,NA,NA,NA,999.6224216,300.0514,40327361.5,50.74710169,9:25,NA,7.12,11.11,10,8,6.51,59.2,6.5,623,0.561261261,NA,3512,three,Cheifs Head,5,35060,7.5,0,3512,0.27707326
8/10/16,Snowbank Lake,3,NA,NA,NA,NA,999.6254908,300.0214,40312093.63,50.32057969,9:27,NA,7.08,11.08,11,8,6.59,59.7,6.5,392,0.353153153,NA,3512,three,Cheifs Head,5,35060,7.5,0,3512,0.27707326
8/10/16,Snowbank Lake,4,NA,NA,NA,NA,999.6254908,300.0214,40312093.63,50.32057969,9:31,NA,7.04,11.08,11,8,6.63,60.3,6.5,234,0.210810811,NA,3512,three,Cheifs Head,5,35060,7.5,0,3512,0.27707326
8/10/16,Snowbank Lake,5,NA,NA,NA,NA,999.623446,300.0414,40322272.21,50.60472769,9:35,NA,7.03,11.1,10,8,6.73,61.2,6.5,230,0.207207207,NA,3512,three,Cheifs Head,5,35060,7.5,0,3512,0.27707326
8/10/16,Snowbank Lake,6,hypo,0,NA,NA,999.6254908,300.0214,40312093.63,50.32057969,9:39,6.9493,7.15,11.08,13,10,6.69,60.5,6.5,185,0.166666667,NA,3512,three,Cheifs Head,5,35060,7.5,0,3512,0.27707326
8/10/16,Snowbank Lake,7,NA,NA,bottom,NA,999.6326065,299.9514,40276468.58,49.33236169,9:41,NA,7.15,11.01,19,14,5.89,53.5,6.5,230,0.207207207,NA,3512,three,Cheifs Head,5,35060,7.5,0,3512,0.27707326
6/30/16,Upper Diamond Lake ,0,sur,1,sur,0.009568618,999.9903881,294.0314,37263607.72,1.21815369,10:35,0.4155,7.3,5.09,27,17,8.15,64,3,450.5,1,0.512763596,3461,one,Diamond,1,6410,3,1,3460,0.351495322
6/30/16,Upper Diamond Lake ,1,NA,NA,NA,NA,999.9979051,293.4414,36963339.49,0.26388769,10:38,NA,7.27,4.5,28,17,8.22,63.7,3,231,0.512763596,NA,3461,one,Diamond,1,6410,3,1,3460,0.351495322
6/30/16,Upper Diamond Lake ,2,NA,NA,NA,NA,999.9995652,293.1614,36820839.32,0.05461569,10:40,NA,7.23,4.22,27,16,8.2,63.1,3,167.3,0.37136515,NA,3461,one,Diamond,1,6410,3,1,3460,0.351495322
6/30/16,Upper Diamond Lake ,3,hypo,0,bottom,NA,999.9999567,293.0014,36739410.64,0.00543169,10:42,0.9677,7.21,4.06,27,16,8.26,63.1,3,139.5,0.309655938,NA,3461,one,Diamond,1,6410,3,1,3460,0.351495322
7/21/16,Upper Diamond Lake ,0,sur,1,sur,0.127665191,999.8273421,297.6914,39126288.59,22.69283769,9:56,1.0224,7.32,8.75,30,21,6.37,54.7,3,1545,1,0.508090615,3461,two,Diamond,3,6410,3,1,3460,0.351495322
7/21/16,Upper Diamond Lake ,0.5,NA,NA,NA,NA,999.8364318,297.5614,39060127.8,21.47117569,9:58,NA,7.3,8.62,31,22,6.32,54,3,785,0.508090615,NA,3461,two,Diamond,3,6410,3,1,3460,0.351495322
7/21/16,Upper Diamond Lake ,1,NA,NA,NA,NA,999.8616506,297.1814,38866734.7,18.09396369,10:01,NA,7.28,8.24,29,20,6.34,53.9,3,278,0.179935275,NA,3461,two,Diamond,3,6410,3,1,3460,0.351495322
7/21/16,Upper Diamond Lake ,1.5,NA,NA,NA,NA,999.9038469,296.4614,38500305.68,12.48703569,10:03,NA,7.24,7.52,30,20,6.46,53.9,3,215,0.139158576,NA,3461,two,Diamond,3,6410,3,1,3460,0.351495322
7/21/16,Upper Diamond Lake ,2,NA,NA,NA,NA,999.9192413,296.1614,38347626.92,10.45681569,10:05,NA,7.21,7.22,31,21,6.48,53.6,3,229.6,0.148608414,NA,3461,two,Diamond,3,6410,3,1,3460,0.351495322
7/21/16,Upper Diamond Lake ,2.5,NA,NA,NA,NA,999.9364318,295.7914,38159323.11,8.20077769,10:07,NA,7.21,6.85,31,20,6.53,53.6,3,269,0.174110032,NA,3461,two,Diamond,3,6410,3,1,3460,0.351495322
7/21/16,Upper Diamond Lake ,3,hypo,0,NA,NA,999.9579186,295.2514,37884501.34,5.39958169,10:09,3.1602,7.61,6.31,32,21,6.62,53.9,3,237.5,0.153721683,NA,3461,two,Diamond,3,6410,3,1,3460,0.351495322
7/21/16,Upper Diamond Lake ,3.5,NA,NA,bottom,NA,999.9550073,295.3314,37925215.68,5.77777369,10:11,NA,7.14,6.39,33,22,6.63,53.8,3,185,0.1197411,NA,3461,two,Diamond,3,6410,3,1,3460,0.351495322
8/1/16,Upper Diamond Lake ,0,sur,1,sur,0.057566446,999.7538598,298.6414,39609771.33,32.64636769,9:03,4.019,7.59,9.7,35,25,5.2,45.7,3.5,NA,NA,NA,3461,three,Diamond,5,6410,3,1,3460,0.351495322
8/1/16,Upper Diamond Lake ,0.5,NA,NA,NA,NA,999.7555335,298.6214,39599592.75,32.41821969,9:05,NA,7.56,9.68,37,26,5.24,46,3.5,NA,NA,NA,3461,three,Diamond,5,6410,3,1,3460,0.351495322
8/1/16,Upper Diamond Lake ,1,NA,NA,NA,NA,999.7546973,298.6314,39604682.04,32.53219369,9:07,NA,7.55,9.69,36,26,5.29,46.5,3.5,NA,NA,NA,3461,three,Diamond,5,6410,3,1,3460,0.351495322
8/1/16,Upper Diamond Lake ,1.5,NA,NA,NA,NA,999.7572018,298.6014,39589414.16,32.19087169,9:08,NA,7.52,9.66,36,26,5.29,46.5,3.5,NA,NA,NA,3461,three,Diamond,5,6410,3,1,3460,0.351495322
8/1/16,Upper Diamond Lake ,2,NA,NA,NA,NA,999.7572018,298.6014,39589414.16,32.19087169,9:10,NA,7.5,9.66,37,26,5.35,47,3.5,NA,NA,NA,3461,three,Diamond,5,6410,3,1,3460,0.351495322
8/1/16,Upper Diamond Lake ,2.5,hypo,0,NA,NA,999.7588647,298.5814,39579235.58,31.96432369,9:11,8.2555,7.49,9.64,37,26,5.38,47.2,3.5,NA,NA,NA,3461,three,Diamond,5,6410,3,1,3460,0.351495322
8/1/16,Upper Diamond Lake ,3,NA,NA,NA,NA,999.7783964,298.3414,39457092.57,29.30814769,9:13,NA,7.43,9.4,36,25,5.5,47.9,3.5,NA,NA,NA,3461,three,Diamond,5,6410,3,1,3460,0.351495322
8/1/16,Upper Diamond Lake ,3.5,NA,NA,bottom,NA,999.8114262,297.9114,39238253.02,24.83726569,9:15,NA,7.43,8.97,36,25,5.6,48.5,3.5,NA,NA,NA,3461,three,Diamond,5,6410,3,1,3460,0.351495322
7/5/16,Yankee Doodle ,0,sur,1,sur,0.149953831,999.7815756,298.3014,39436735.4,28.87665169,12:08,2.082,7.23,9.36,15,10,7.63,67.5,3,500,1,0.4,3463,one,Yankee,3,16072,7.5,1,3267,0.459215924
7/5/16,Yankee Doodle ,1,NA,NA,NA,NA,999.7333551,298.8814,39731914.34,35.44654369,12:09,NA,7.25,9.94,13,9,7.38,68,3,200,0.4,NA,3463,one,Yankee,3,16072,7.5,1,3267,0.459215924
7/5/16,Yankee Doodle ,2,NA,NA,NA,NA,999.8322657,297.6214,39090663.55,22.03081969,12:11,NA,7.28,8.68,16,11,8.34,71.7,3,136,0.272,NA,3463,one,Yankee,3,16072,7.5,1,3267,0.459215924
7/5/16,Yankee Doodle ,3,NA,NA,NA,NA,999.8836693,296.8214,38683520.19,15.16089969,12:14,NA,7.19,7.88,16,10,8.25,69.5,3,87,0.174,NA,3463,one,Yankee,3,16072,7.5,1,3267,0.459215924
7/5/16,Yankee Doodle ,4,hypo,0,NA,NA,999.9231268,296.0814,38306912.58,9.94582369,12:16,10.6332,6.99,7.14,16,10,8,66.6,3,39,0.078,NA,3463,one,Yankee,3,16072,7.5,1,3267,0.459215924
7/5/16,Yankee Doodle ,5,NA,NA,bottom,NA,999.9315294,295.9014,38215305.32,8.84289169,12:18,NA,6.68,6.96,18,12,7.147,59.2,3,0.73,0.00146,NA,3463,one,Yankee,3,16072,7.5,1,3267,0.459215924
7/29/16,Yankee Doodle ,0,sur,1,sur,0.601431343,999.1405616,303.8614,42266381.76,119.5457957,11:04,7.5653,7.27,14.92,14,11,4.95,49,3,1344,1,0.782738095,3463,two,Yankee,5,16072,7.5,1,3267,0.459215924
7/29/16,Yankee Doodle ,1,NA,NA,NA,NA,999.1834737,303.5714,42118792.29,113.2883497,11:06,NA,7.31,14.63,14,11,4.94,48.6,3,1052,0.782738095,NA,3463,two,Yankee,5,16072,7.5,1,3267,0.459215924
7/29/16,Yankee Doodle ,2,NA,NA,NA,NA,999.212486,303.3714,42017006.45,109.0708697,11:08,NA,7.25,14.43,14,11,4.97,48.7,3,813,0.604910714,NA,3463,two,Yankee,5,16072,7.5,1,3267,0.459215924
7/29/16,Yankee Doodle ,3,NA,NA,NA,NA,999.2565096,303.0614,41859238.4,102.6918757,11:09,NA,7.25,14.12,13,11,4.97,48.3,3,450,0.334821429,NA,3463,two,Yankee,5,16072,7.5,1,3267,0.459215924
7/29/16,Yankee Doodle ,4,NA,NA,NA,NA,999.3424022,302.4314,41538613,90.32031369,11:11,NA,7.19,13.49,14,11,5.07,48.6,3,333,0.247767857,NA,3463,two,Yankee,5,16072,7.5,1,3267,0.459215924
7/29/16,Yankee Doodle ,5,NA,NA,NA,NA,999.3893093,302.0714,41355398.49,83.60724969,11:13,NA,7.12,13.13,14,11,5.03,48,3,194,0.144345238,NA,3463,two,Yankee,5,16072,7.5,1,3267,0.459215924
7/29/16,Yankee Doodle ,6,hypo,0,NA,NA,999.6594537,299.6814,40139057.7,45.61246369,11:20,6.4267,6.36,10.74,20,14,3.35,30.2,3,143,0.10639881,NA,3463,two,Yankee,5,16072,7.5,1,3267,0.459215924
7/29/16,Yankee Doodle ,7,NA,NA,bottom,NA,999.7419929,298.7814,39681021.42,34.26580369,11:24,NA,6.28,9.84,20,16,2.17,11.2,3,64,0.047619048,NA,3463,two,Yankee,5,16072,7.5,1,3267,0.459215924
6/23/16,Albion,0,sur,1,sur,0.154507519,999.7751954,298.3814,39477449.74,29.74284369,10:16,15.63,7.17,9.44,10,15,9.78,85.6,5,259,1,0.598455598,3345,one,GLV,1,129743.89,15,1,3345,0.376315792
6/23/16,Albion,1,NA,NA,NA,NA,999.7751954,298.3814,39477449.74,29.74284369,10:18,NA,7.23,9.44,10,15,9.75,85.3,5,155,0.598455598,NA,3345,one,GLV,1,129743.89,15,1,3345,0.376315792
6/23/16,Albion,2,NA,NA,NA,NA,999.7751954,298.3814,39477449.74,29.74284369,10:20,NA,7.24,9.44,10,15,9.75,85.1,5,110,0.424710425,NA,3345,one,GLV,1,129743.89,15,1,3345,0.376315792
6/23/16,Albion,3,NA,NA,NA,NA,999.7767986,298.3614,39467271.16,29.52509569,10:21,17.64,7.23,9.42,10,14,9.78,85.4,5,69,0.266409266,NA,3345,one,GLV,1,129743.89,15,1,3345,0.376315792
6/23/16,Albion,4,NA,NA,NA,NA,999.7767986,298.3614,39467271.16,29.52509569,10:23,NA,7.24,9.42,10,14,9.73,84.9,5,43,0.166023166,NA,3345,one,GLV,1,129743.89,15,1,3345,0.376315792
